citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
507 U.S. 170,15,0,15,48,rico;federal_court;appeal;property_financial;fraud_perjury,"RESEARCH\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-1.pdf | v. Ernst & Young, 507 U.S. 170 (1993)). The Plaintiffs allegations that the"
193 S.W.3d 181,15,15,0,42,fraud_perjury;appeal;law_enforcement;notice;jurisdiction,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | and pending before it. In re Sheppard, 193 S.W.3d 181, 183 (Tex. App.Houston"
62 S.W.3d 225,15,15,0,42,fraud_perjury;appeal;law_enforcement;notice;jurisdiction,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | [1st Dist.] 2006, orig. proceeding); In re Chavez, 62 S.W.3d 225, 228 (Tex."
43 F.3d 198,15,0,15,39,fraud_perjury;appeal;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | also Crowe v. Henry, 43 F.3d 198, 204 (5th Cir. 1995). The threshold"
374 S.W.2d 417,15,13,2,38,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | (1964) 374 S.W.2d 417, 42223)."
499 S.W.3d 888,15,13,2,34,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | Sys. (Intl) Ltd. (2016) 499 S.W.3d 888, 895; Angelina Cty. v. McFarland"
852 S.W.2d 440,15,0,15,33,jurisdiction;appeal;property_financial;lockout_eviction;hearing,"RESEARCH\Vlex - Parental Rights-1.pdf | 'Standing is implicit in the concept of subject matter jurisdiction.' Tex. Ass'n of Bus. v. Tex. Air Control Bd., 852 S.W.2d 440, 443 (Tex.1993). Because '[s]ubject"
151 S.W.3d 206,15,13,2,31,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | (2004) 151 S.W.3d 206, 210)"
363 S.W.3d 573,15,5,10,31,appeal;property_financial;notice;jurisdiction;federal_court,"CASE DOCS\05.19.25 - 0426 MANDAMUS-1.pdf | 363 S.W.3d 573, 578 (Tex.2012) .............................................................. 13"
774 S.W.2d 644,15,13,2,31,appeal;discovery;law_enforcement;notice;hearing,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | of the objections. See Clark v. Trailways, Inc., 774 S.W.2d 644, 647 (Tex. 1989), cert. denied,"
826 F.3d 1237,15,0,15,30,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | Holloway, 826 F.3d 1237 (10th Cir. 2016)). The Tenth Circuit requires that"
976 F.2d 1016,15,0,15,19,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FO-1.pdf | 976 F.2d 1016, 1025 (7th Cir. 1992) (alterations adopted, quoting H.J. Inc. v."
892 S.W.2d 855,14,14,0,80,notice;jurisdiction;temporary_orders;lockout_eviction;federal_court,"CASE DOCS\03.20.2025_233-765358-25 EMERGENCY EX-PARTE MOTION TODECLARE JUDGMENT VOID AB INITIO AND FOR IMMEDIATE RE-ENTRY-1.pdf | Restaurant Corp. v. Leal, 892 S.W.2d 855, 857 (Tex.1995). This is so because a trial court cannot"
833 S.W.2d 612,14,11,3,76,appeal;law_enforcement;notice;hearing;custody,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 833 S.W.2d 612, 615 (Tex.App.-El Paso 1992, no writ) .................. 6-7,10"
225 S.W.3d 676,14,11,3,75,appeal;hearing;federal_court;mandamus;due_process,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 225 S.W.3d 676, 679 (Tex. App.El Paso 2006, orig. proceeding) ...... 15"
984 S.W.2d 672,14,14,0,62,recusal;appeal;notice;hearing;custody,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | University of Texas at Arlington, 984 S.W.2d 672, 694-95 (Tex.App.-Amarillo"
291 S.W.2d 677,14,8,6,54,appeal;notice;hearing;federal_court;mandamus,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 291 S.W.2d 677, 683 (Tex. 1956) .......................................................... 6,8"
593 S.W.3d 271,14,0,14,40,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\OAG IMPROPER ARREARS.pdf | In re Interest of A.L.M.-F., 593 S.W.3d 271 (Tex. 2019)"
670 S.W.2d 681,14,13,1,30,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | Antonio v. Aguilar, 670 S.W.2d 681, 684 (Tex. App.--San Antonio 1984, writ"
369 S.W.2d 331,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | McCardell, 369 S.W.2d 331, 335 (Tex. 1963); Srite v. Owens-Illinois, Inc., 870 S.W.2d 556, 565"
493 U.S. 1074,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | 493 U.S. 1074, 110 S.Ct. 1122, 107 L.Ed.2d 1028 (1990); Hartford Accident and Indem. Co. v."
734 S.W.2d 673,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | Yates, 734 S.W.2d 673, 674 (Tex. 1987)). Simply put, the childrens needs cannot wait on"
842 S.W.2d 7,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | v. McDaniel, 842 S.W.2d 7, 12 (Tex. App.Dallas 1992, no writ) (courts should preserve or"
897 S.W.2d 765,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | (Tex.App.  Houston [1st Dist.] 1993), revised on other grounds, 897 S.W.2d 765). Courts have"
96 S.W.3d 705,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | allow those tactics to trump the childs immediate needs. Elizondo v. Monteleone, 96 S.W.3d 705,"
239 S.W.3d 910,14,3,11,28,law_enforcement;due_process;recusal;ex_parte;federal_court,"CASE DOCS\09.05.25 - MOTION TO RECUSE JAMES MUNFORD-1.pdf | 17-00194-CV (Tex. App. Dec 20, 2018); Kniatt v. State, 239 S.W.3d 910 (Tex. App. 2007); Sears"
330 S.W.3d 411,14,1,13,27,recusal;associate_judge;appeal;mandamus;jurisdiction,CASE DOCS\05.27.25 - MANDAMUS CAYCE_5ACD0433.pdf | 330 S.W.3d 411 (Tex. App. 2010) ............................................................. 15
380 U.S. 545,14,1,13,18,due_process;ex_parte;notice;federal_court;appeal,"CASE DOCS\04.11.25 - NOTICE AND LEGAL ANALYSIS-1.pdf | process Armstrong v. Manzo, 380 U.S. 545, 550, 85 S.Ct. 1187, 14 L.Ed.2d 62 (1965)). While a"
945 S.W.2d 872,13,10,3,85,appeal;notice;hearing;federal_court;property_financial,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 945 S.W.2d 872, 874 (Tex. App.San Antonio 1997) ........................... 14"
46 S.W.3d 237,13,13,0,60,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | Co v Francis, 46 S.W.3d 237, 240 (Tex 2001) (per curiam); In re CJO, 325 S.W.3d"
530 S.W.2d 930,13,13,0,60,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | 1989) and Southern Pacific Transp. Co. v. Stoot, 530 S.W.2d 930 (Tex."
630 S.W.2d 759,13,13,0,60,appeal;law_enforcement;notice;hearing;federal_court,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | (Tex. App.--El Paso 2006, no pet.); Kelly v. Murphy, 630 S.W.2d 759, 761"
779 S.W.2d 119,13,13,0,60,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | described in Armentrout v. Murdock, 779 S.W.2d 119 (Tex. App."
644 S.W.2d 449,13,12,1,58,due_process;notice;jurisdiction;appeal;property_financial,"CASE DOCS\04.03.24 - Notice of filing Original Proceeding-1.pdf | Gillespie v. Gillespie, 644 S.W.2d 449, 451(Tex.1982)............22"
421 U.S. 35,13,13,0,54,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | Withrow v. Larkin, 421 U.S. 35, 47 (1975)). That standard is met where, under the"
796 S.W.2d 534,13,1,12,44,notice;jurisdiction;federal_court;appeal;removal_remand,"CASE DOCS\03.28.25 - Notice of Legal Clarification-1.pdf | filing to the defendant. HBA East, Ltd. v. JEA Boxing Co., 796 S.W.2d 534, 537 (Tex. App."
873 S.W.2d 477,13,0,13,40,recusal;appeal;law_enforcement;federal_court;property_financial,"RESEARCH\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-1.pdf | judicial duties (Tex. Gov't. Code  33.001; Thoma, In re, 873 S.W.2d 477 (Tex."
243 S.W.3d 611,13,8,5,38,appeal;property_financial;custody;protective_order;due_process,"CASE DOCS\04.03.24 - Notice of filing Original Proceeding-1.pdf | In re J.A.J., 243 S.W.3d 611, 616 (Tex. 2007)....................22"
332 S.W.3d 448,13,0,13,34,law_enforcement;recusal;ex_parte;federal_court;appeal,"RESEARCH\regional_retired_judges.pdf | under Texas Supreme Court rules. Gaal v. State, 332 S.W.3d 448 (Tex. Crim."
496 S.W.3d 270,13,6,7,34,recusal;appeal;law_enforcement;notice;hearing,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | hearing. In Interest of E.R.C., 496 S.W.3d 270, 280 (Tex. App.Texarkana 2016, pet."
346 S.W.3d 769,13,9,4,29,recusal;appeal;law_enforcement;notice;hearing,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | Bank, N.A., 346 S.W.3d 769, 776 (Tex. App.Dallas 2011, no pet.); Rodriguez v."
870 S.W.2d 556,13,13,0,28,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | McCardell, 369 S.W.2d 331, 335 (Tex. 1963); Srite v. Owens-Illinois, Inc., 870 S.W.2d 556, 565"
989 F.2d 733,13,1,12,28,rico;fraud_perjury;federal_court;appeal;property_financial,"CASE DOCS\09.04.25 - NOTICE OF RICO COMPLAINT-1.pdf | 2007); Burzynski, In re, 989 F.2d 733 (5th Cir. 1993); Heden v. Hill, 937 F.Supp. 1230 (S.D. Tex."
582 S.W.2d 772,13,0,13,27,recusal;federal_court;appeal;hearing;associate_judge,"RESEARCH\vLex-Vincent---1--The-Respondent--Charles-Dustin-Myers--filed-a-motion-to-recuse-the-Regional-Presiding-Judge--Da-1.pdf | Harris, 582 S.W.2d 772 (Tex. 1979); In re Norman, 191 S.W.3d 858 (Tex."
89 S.W.3d 17,13,0,13,27,appeal;custody;federal_court;property_financial;law_enforcement,"RESEARCH\BEST INTERESTS.pdf | preserve that right. In re C.H., 89 S.W.3d 17, 26 (Tex.2002). ... Stability and"
751 F.3d 990,13,0,13,24,rico;federal_court;appeal;property_financial;fraud_perjury,"RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-1.pdf | E., LLC v. Marcus & Millichap Co., 751 F.3d 990, 997 (9th Cir. 2014). In"
214 F.3d 776,13,0,13,21,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--1.pdf | Begala v. PNC Bank, Ohio, N.A., 214 F.3d 776, 781 (6th Cir. 2000). 2. No"
284 S.W.3d 366,12,1,11,69,recusal;fraud_perjury;appeal;notice;jurisdiction,"CASE DOCS\08.29.25 - NOTICE OF INTENT TO COMMENCE FEDERAL ACTION-1.pdf | Heinrich, 284 S.W.3d 366 (Tex. 2009); Matzen v. McLane, 659 S.W.3d 381 (Tex."
315 S.W.3d 860,12,10,2,55,notice;jurisdiction;federal_court;associate_judge;appeal,"CASE DOCS\04.11.25 - NOTICE AND LEGAL ANALYSIS-1.pdf | Co. v. Joachim, 315 S.W.3d 860, 863 (Tex.2010)."
556 S.W.3d 472,12,0,12,48,property_financial;notice;appeal,"RESEARCH\vLex-Vincent-Under-Texas-Rule-of-Civil (1)-1.pdf | Going back to 2018, Rouhana v. Ramirez, 556 S.W.3d 472 (Tex. App. 2018) provides insight into the purpose behind Rule 21a(a)(1), stating that it ""is designed to"
34 S.W.3d 547,12,0,12,45,jurisdiction;appeal;property_financial;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Bland ISD v. Blue, 34 S.W.3d 547 (Tex. 2000) defined it as ""a dilatory plea, the purpose of which is to defeat a cause of action without regard to whether the"
252 S.W.3d 113,12,4,8,42,recusal;notice;jurisdiction;temporary_orders;lockout_eviction,"CASE DOCS\05.19.25 - 0426 MANDAMUS-1.pdf | 252 S.W.3d 113 (Tex. App.Waco 2008, orig. proceeding) ................... 17"
407 U.S. 67,12,12,0,38,fraud_perjury;appeal;notice;jurisdiction;hearing,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | Shevin, 407 U.S. 67, 81-82 (1972) (even temporary, non-final deprivations of property require"
339 U.S. 306,12,7,5,36,appeal;notice;hearing;ex_parte;temporary_orders,CASE DOCS\04.14.25 - 02-25-00166-CV MANDAMUS-1.pdf | 339 U.S. 306 (1950) ................................................................................. 16
691 S.W.3d 774,12,0,12,36,property_financial;notice;appeal,"RESEARCH\vLex-Vincent-Under-Texas-Rule-of-Civil (1)-1.pdf | Two different citations to Echartea v. Flores, 691 S.W.3d 774 (Tex. App. 2024) in the materials provide the same interpretation of Rule 21a(a)(1), noting that it"
101 S.W.2d 798,12,12,0,32,fraud_perjury;appeal;discovery;law_enforcement;notice,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | V.D. Anderson Co. v. Young, 101 S.W.2d 798 (Tex. 1937)"
972 F.2d 1545,12,0,12,30,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FO-1.pdf | Carlsbad Bancorporation, Inc., 972 F.2d 1545, 1556 (10th Cir. 1992)."
226 S.W.3d 400,12,5,7,28,recusal;notice;jurisdiction;federal_court;appeal,"CASE DOCS\05.19.25 - 0426 MANDAMUS-1.pdf | 226 S.W.3d 400, 403 (Tex.2007) .............................................................. 13"
855 S.W.2d 799,12,9,3,28,recusal;appeal;law_enforcement;notice;hearing,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | Anderson., 855 S.W.2d 799, 815."
167 F.3d 402,12,0,12,27,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-made-ongoing-threats-to-Plaintiff--including-threats-of-future-criminal-activity--demonst-1.pdf | Wisdom v. First Midwest Bank, of Poplar Bluff, 167 F.3d 402 (8th Cir. 1999)"
325 S.W.3d 261,12,9,3,26,recusal;appeal;discovery;law_enforcement;notice,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | 325 S.W.3d 261, 267 (Tex App-Eastland 2010, pet denied) ................... 19"
556 F.3d 261,12,0,12,21,fraud_perjury;custody;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | conduct, or control of an enterprise.' St. Germain v. Howard, 556 F.3d 261,"
656 F.2d 1039,12,0,12,20,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | U.S. v. Welch, 656 F.2d 1039 (5th Cir. 1981)"
695 S.W.3d 417,12,3,9,20,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\05.02.25 - 25-0367 MANDAMUS-1.pdf | 695 S.W.3d 417 (Tex. App.Houston [1st Dist.] 2022) .................. 9,10,16"
129 S.W.3d 594,12,0,12,12,law_enforcement;recusal;jurisdiction;federal_court;appeal,"RESEARCH\vLex-Vincent-Can-a-judge-be-recused-1.pdf | F.S. New Products v. Strong Industries, 129 S.W.3d 594 (Tex. App. 2003)"
925 S.W.2d 672,12,0,12,12,appeal;notice;hearing;custody;injunction,"RESEARCH\vLex-Vincent-1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-W (2)-1.pdf | rights. Tilton v. Marshall, 925 S.W.2d 672, 682 (Tex. 1996). Absent a finding,"
507 S.W.3d 259,11,11,0,66,appeal;law_enforcement;hearing;injunction;federal_court,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 507 S.W.3d 259, 26061 (Tex. App.[14th Dist.] ) ................................ 7"
202 S.W.3d 414,11,11,0,62,appeal;notice;jurisdiction;hearing;custody,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | In re Stearns, 202 S.W.3d 414 (Tex. App.Houston [14th Dist.] 2006, orig."
96 S.W.3d 256,11,3,8,51,appeal;property_financial;law_enforcement;notice;hearing,"CASE DOCS\05.19.2025_CASE MEMORANDUM-1.pdf | 96 S.W.3d 256 (Tex. 2002) ................................................................. 12, 32"
223 S.W.3d 756,11,11,0,44,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | remedy"" and the legal equivalent of an equitable injunction (In re Lewis, 223 S.W.3d 756,"
113 S.W.3d 735,11,11,0,42,appeal;notice;jurisdiction;hearing;injunction,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 113 S.W.3d 735, 738 (Tex. 2003) (orig. proceeding) ............................. 13"
86 S.W.3d 538,11,11,0,42,appeal;notice;jurisdiction;hearing;custody,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | O'Neil v. Blake, 86 S.W.3d 538, 541 (Tex. App.Dallas 2002, no pet.): Consent"
204 F.3d 1005,11,1,10,39,law_enforcement;rico;fraud_perjury;federal_court;appeal,"CASE DOCS\09.14.25 - MOTION FOR RECONSIDERATION-1.pdf | injustice (Servants of Paraclete v. Does, 204 F.3d 1005, 1012 (10th Cir. 2000), not in"
405 S.W.3d 406,11,11,0,36,fraud_perjury;appeal;notice;jurisdiction;hearing,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | grant the relief, the order is void. Similarly, In re P.M.G., 405 S.W.3d 406, 41617 (Tex. App."
442 S.W.3d 682,11,11,0,36,fraud_perjury;appeal;notice;jurisdiction;hearing,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | void ab initio. In Guillory v. Boykins, 442 S.W.3d 682, 690 (Tex. App.Houston [1st Dist.]"
639 S.W.2d 270,11,11,0,36,fraud_perjury;appeal;notice;jurisdiction;hearing,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | petition was filed and noticed. Likewise, In re Sheffield, 639 S.W.2d 270 (Tex. App.Dallas"
90 F.3d 118,11,0,11,32,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | of Faith World Outreach Center Church, Inc. v. Sawyer, 90 F.3d 118 (5th Cir."
640 S.W.2d 873,11,7,4,30,appeal;civil_rights_1983;hearing;property_financial;due_process,"CASE DOCS\04.11.25 - Validity of the February 1 and March 14 Reports and the March 26, 2024 Temporary Orders-1.pdf | Samples Exterminators v. Samples, 640 S.W.2d 873, 875 (Tex. 1982) (agreed judgment entered after consent withdrawn"
401 U.S. 37,11,6,5,27,appeal;law_enforcement;jurisdiction;hearing;federal_court,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | Harris, 401 U.S. 37, 45, 53-54 (1971)). The harm to the childrens emotional development is"
159 S.W.3d 203,11,11,0,22,appeal;notice;jurisdiction;hearing;custody,CASE DOCS\04.03.24 - EMERGENCY RELIEF - STAY_Redacted_3966607E-1.pdf | 159 S.W.3d 203 (Tex. App. 2005)
161 S.W.2d 489,11,11,0,22,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 8, 161 S.W.2d 489, 491 (1942)). The court has wide discretion to manage its docket, so it begs"
189 S.W.3d 400,11,11,0,22,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | available and adequate (In re Castle Tex. Prod. Ltd. P'ship, 189 S.W.3d 400, 404, Tex."
864 S.W.2d 186,11,11,0,22,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | jurisdiction. Texas Capital Bank-Westwood v. Johnson, 864 S.W.2d 186, 187 (Tex.App.-"
972 S.W.2d 850,11,11,0,22,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | judgment (Sivley v. Sivley, 972 S.W.2d 850, 863, Tex. App.Tyler 1998)."
975 F.2d 1134,11,0,11,22,fraud_perjury;appeal;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent--1--From-December-2023-through-at-least-August-2025--a-group-of-individuals-Morgan-Michelle-Myers--D-1.pdf | Inc., 975 F.2d 1134, 113839 (5th Cir. 1992).) 11. Particularized allegations:"
781 F.3d 182,11,0,11,19,rico;fraud_perjury;federal_court;property_financial;custody,"RESEARCH\vLex-Vincent-Does-traveling-to-Oklahoma-to-prepare-fraudulent-documents-for-submission-in-Texas-state-courts-cons-1.pdf | Ltd. v. Cigna Healthcare, 781 F.3d 182, 201 (5th Cir. 2015) (quotation"
746 F. Supp. 1354,11,0,11,17,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Based-on-the-above--Defendants-Myers-and-Branthoover-have-committed-multiple-RICO-predicate-acts-wir-1.pdf | interests. As P & P MARKETING, INC. v. Ditton, 746 F. Supp. 1354 (N.D. Ill."
428 S.W.3d 319,11,0,11,12,law_enforcement;recusal;federal_court;appeal;hearing,"RESEARCH\VLEX EVANS-1.pdf | Duffey v. State, 428 S.W.3d 319 (Tex. App. 2014)"
838 S.W.2d 734,10,10,0,108,appeal;law_enforcement;notice;hearing;custody,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | 838 S.W.2d 734, 737 (Tex. App.-  Houston, [1st Dist.] 1992...................13"
