citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
Daenekas v. Thorpe,19,18,1,39,fraud_perjury;appeal;discovery;law_enforcement;notice,"CASE DOCS\03.14.24 - AJ Rep-1.pdf | Daenekas v. Thorpe, 13-20-00557-CV (Tex. App. Nov. 4, 2021)RESERVED"
Young v. Young,19,18,1,39,fraud_perjury;appeal;discovery;law_enforcement;notice,"CASE DOCS\03.14.24 - AJ Rep-1.pdf | Young v. Young, 212 S.W.3d 417 (Tex. App. 2006).RESERVED"
Gotfredson v. Larsen,19,0,19,31,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FO-1.pdf | Kan. 2008); Gotfredson v. Larsen Lp, 432 F.Supp.2d 1163 (D. Colo. 2006)),"
States v. Martinez,19,0,19,30,fraud_perjury;appeal;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | elements of a substantive RICO offense (United States v. Martinez, 543"
In re E.L.T,19,9,10,26,appeal;notice;hearing;custody;federal_court,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf |  In re E.L.T., 93 S.W.3d 372 (Tex. App.Houston [14th Dist.] 2002, no pet.) (SAPCR"
Breceda v. Whi,18,18,0,88,appeal;notice;hearing;federal_court;fraud_perjury,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | presumption is rebuttable. Breceda v. Whi, 187 S.W.3d 148, 152 (Tex. App.--El Paso 2006, no"
Billisits v. Billisits,18,17,1,87,appeal;notice;jurisdiction;custody;property_financial,"CASE DOCS\04.03.24 - EMERGENCY RELIEF - STAY_Redacted_3966607E-1.pdf | balance  many  factors. Billisits v. Billisits, No.03-"
Guillen v. Cameron,18,13,5,70,recusal;appeal;law_enforcement;notice;jurisdiction,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | the court explained in Guillen v. Cameron County, No. 13-16-00682-CV (Tex."
In re Union,18,4,14,61,appeal;recusal;federal_court;hearing;property_financial,"CASE DOCS\05.22.2025_MOTION TO STRIKE OAG-1.pdf | a matter of right."" In re Union Carbide Corp., 273 S.W.3d 152, 154 (Tex. 2008). However, this"
LLC v. Pac,18,0,18,55,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--1-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff---- (1)-1.pdf | enterprises objective is unfulfilled (Watchous Enterprrises, LLC v. Pac. Nat'l"
In re Canales,18,0,18,54,recusal;appeal;federal_court;sanctions_contempt;jurisdiction,"RESEARCH\regional_retired_judges.pdf | 1997) was disapproved by the Texas Supreme Court in In re Canales, 52"
Abraham v. Singh,18,1,17,50,rico;fraud_perjury;federal_court;appeal;property_financial,"CASE DOCS\09.04.25 - NOTICE OF RICO COMPLAINT-1.pdf | predicate act under RICO (Abraham v. Singh, 480 F.3d 351 (5th Cir. 2007))."
Tabas v. Tabas,18,0,18,50,rico;federal_court;appeal;property_financial;fraud_perjury,"RESEARCH\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-1.pdf | The Third Circuit in Tabas v. Tabas, 47 F.3d 1280 (3d Cir. 1995) (declined to"
In re Texas,18,15,3,48,fraud_perjury;appeal;law_enforcement;notice;jurisdiction,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | issues remain unresolved. In re Texas Dept of Family & Protective Servs., 255"
Peralta v. Heights,18,12,6,45,fraud_perjury;appeal;notice;federal_court;due_process,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | Peralta v. Heights Medical Center, Inc., 485 U.S. 80, 84-85 (1988) (judgment rendered without"
Myers v. Myers,18,12,6,42,federal_court;removal_remand;notice;property_financial;hearing,CASE DOCS\03.14.25 - BAKER JUDGE REINSTATEMENTS-1.pdf | I hope you are doing well. I am following up on the Myers v. Myers matter (Cause No. 322-744263-23 in the 322nd District
In re Scheller,18,17,1,37,fraud_perjury;appeal;law_enforcement;notice;hearing,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | ruling months or years in the future. In re Scheller, 325 S.W.3d 640, 643 (Tex."
Woodruff v. Wright,18,0,18,29,recusal;appeal;hearing;federal_court;property_financial,"RESEARCH\VLEX EVANS-1.pdf | Woodruff v. Wright, 51 S.W.3d 727 (Tex. App. 2001)"
States v. Nissen,18,0,18,25,fraud_perjury;appeal;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | overruled by United States v. Nissen, 555 F.Supp.3d 1174 (D. N.M. 2021) on"
Holmes v. Sec,18,0,18,22,fraud_perjury;appeal;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (2)-1.pdf | racketeering activity. See Holmes v. Sec. Investor Prot. Corp., 503 U.S. 258,"
Santos v. Delta,18,0,18,20,rico;fraud_perjury;federal_court;property_financial;appeal,"RESEARCH\vLex-Vincent-1-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff----- (2)-1.pdf | Santos v. Delta Airlines, Inc."
In re Villarreal,17,17,0,92,appeal;law_enforcement;hearing;injunction;federal_court,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | In re Villarreal,"
Lenz v. Lenz,17,13,4,56,appeal;law_enforcement;custody;property_financial;protective_order,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | conservatorship and possession of and access to the child); Lenz v. Lenz, 79 S.W.3d 10, 14"
Barnes v. State,17,3,14,55,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\05.02.25 - 25-0367 MANDAMUS-1.pdf | Barnes v. State,"
In re Sheppard,17,15,2,44,appeal;law_enforcement;notice;jurisdiction;hearing,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | and pending before it. In re Sheppard, 193 S.W.3d 181, 183 (Tex. App.Houston"
Rogers v. Bradley,17,7,10,37,recusal;appeal;law_enforcement;hearing;due_process,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | recusal. See Rogers v. Bradley, 909 S.W.2d 872, 873 (Tex.1995) (Declaration of"
Trevino v. Pechero,17,0,17,36,rico;federal_court;property_financial;appeal;fraud_perjury,"RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.pdf | Trevino v. Pechero, 592 F.Supp.2d 939 (S.D. Tex. 2008)"
Ludlow v. DeBerry,17,1,16,28,recusal;appeal;law_enforcement;hearing;federal_court,"CASE DOCS\11.11.24 - MOTION TO ENTER JUDGMENT-1.pdf | Ludlow v. DeBerry, 959 S.W.2d 265, 281 (Tex.App.-Houston [14th Dist.] 1997, no pet.)."
States v. Harris,17,0,17,28,fraud_perjury;appeal;discovery;law_enforcement;notice,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | and the pattern involving a series of criminal acts (United States v. Harris,"
Inc. v. Rivera,16,10,6,76,notice;temporary_orders;lockout_eviction;fraud_perjury;federal_court,"CASE DOCS\04.21.2025_02-25-00166-CV - EN BANC VOID ORDER-1.pdf | PNS Stores, Inc. v. Rivera,"
Womack v. Berry,16,8,8,72,appeal;notice;hearing;federal_court;mandamus,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | Womack v. Berry,"
Co. v. Joachim,16,10,6,66,appeal;hearing;property_financial;notice;jurisdiction,"CASE DOCS\04.11.25 - NOTICE AND LEGAL ANALYSIS-1.pdf | Co. v. Joachim, 315 S.W.3d 860, 863 (Tex.2010)."
In re Shifflet,16,15,1,59,fraud_perjury;appeal;notice;jurisdiction;hearing,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | injunctive relief is to maintain or restore the status quo pending trial. See In re Shifflet, 462"
Nation v. Shah,16,0,16,48,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FO-1.pdf | repetition (open-ended continuity) (Nation v. Shah, 4:19-cv-00588-JDR-JFJ"
In re L.M.I,16,0,16,37,appeal;custody;federal_court;due_process;notice,"RESEARCH\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-1.pdf | in the trial court for them to be preserved for appellate review. In re L.M.I.,"
States v. Randall,16,0,16,34,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | F.Supp.3d 1209 (D. N.M. 2021); United States v. Randall, 661 F.3d 1291"
Monroe v. Blackmon,16,0,16,29,law_enforcement;jurisdiction;federal_court;appeal;hearing,"RESEARCH\vLex-Vincent--1-NO--25-0367-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS----------MOTION-FOR-REHEARI-1.pdf | merely its denial. As explained in Monroe v. Blackmon, 946 S.W.2d 533 (Tex."
Taylor v. Chesapeake,16,0,16,25,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--1-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff---- (1)-1.pdf | Taylor v. Chesapeake Operating, Inc., Case No. CIV-18-565-D (W.D. Okla."
In re Crystal,16,0,16,23,appeal;notice;hearing;custody;ex_parte,"RESEARCH\vLex-Vincent-1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-W (2)-1.pdf | In re Crystal Aubin, 29 S.W.3d 199 (Tex. App. 2000)"
Suddath v. Oklahome,16,0,16,22,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FO-1.pdf | Suddath v. Oklahome Homebuilders, LLC, CIV-24-745-SLP (W.D. Okla. Nov"
States v. Lane,16,0,16,21,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-engaged-in-at-least-two-predicate-acts--wire-fraud--money-laundering--obstruction--etc----1.pdf | It should be noted that Turkette was abrogated by United States v. Lane,"
Armstrong v. Manzo,16,1,15,20,due_process;notice;federal_court;appeal;hearing,"CASE DOCS\04.11.25 - NOTICE AND LEGAL ANALYSIS-1.pdf | process Armstrong v. Manzo, 380 U.S. 545, 550, 85 S.Ct. 1187, 14 L.Ed.2d 62 (1965)). While a"
Withrow v. Larkin,15,13,2,63,recusal;appeal;law_enforcement;hearing;federal_court,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | Withrow v. Larkin, 421 U.S. 35, 47 (1975)). That standard is met where, under the"
In re Columbia,15,11,4,58,fraud_perjury;appeal;law_enforcement;notice;hearing,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | In re Columbia Med. Ctr. of Las Colinas, Subsidiary, L.P.,"
Villarreal v. San,15,11,4,56,appeal;notice;hearing;federal_court;property_financial,CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | Supreme Court recognized both bases for dismissal in Villarreal v. San Antonio Truck &
Leon v. Aguilar,15,3,12,51,recusal;appeal;law_enforcement;federal_court;ex_parte,"CASE DOCS\09.05.25 - MOTION TO RECUSE JAMES MUNFORD-1.pdf | sufficiency of the allegations (De Leon v. Aguilar, 127 S.W.3d 1 (Tex. Crim. App. 2004))."
Clinton v. Sec,15,0,15,48,recusal;fraud_perjury;appeal;discovery;law_enforcement,RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | of interstate wire communications to execute the scheme (Clinton v. Sec.
Stary v. Ethridge,15,3,12,47,appeal;notice;hearing;ex_parte;property_financial,"CASE DOCS\05.02.25 - 25-0367 MANDAMUS-1.pdf | Stary v. Ethridge,"
In re Chavez,15,15,0,42,fraud_perjury;appeal;law_enforcement;notice;jurisdiction,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | [1st Dist.] 2006, orig. proceeding); In re Chavez, 62 S.W.3d 225, 228 (Tex."
Crowe v. Henry,15,0,15,40,fraud_perjury;appeal;federal_court;property_financial;rico,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | also Crowe v. Henry, 43 F.3d 198, 204 (5th Cir. 1995). The threshold"
Inc. v. Pechero,15,13,2,36,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | Open MRI Ctr., Inc. v. Pechero (2015) No. 13-13-00552-CV, at *15). The"
Kindle v. Wood,15,13,2,32,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | appears."" (Tex. R. Civ. P. 12; see Kindle v. Wood Cnty. Elec. Co-op, Inc."
Sundquist v. Hultquist,15,1,14,32,rico;fraud_perjury;federal_court;appeal;property_financial,"CASE DOCS\06.10.25 - Notice of Related Federal RICO Litigation-1.pdf | As noted in Sundquist v. Hultquist, Cause No. 1:20-CV-275-HAB (N.D. Ind. Sep 09,"
Clark v. Trailways,15,13,2,31,appeal;discovery;law_enforcement;notice;hearing,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | of the objections. See Clark v. Trailways, Inc., 774 S.W.2d 644, 647 (Tex. 1989), cert. denied,"
States v. Tao,15,0,15,30,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | fraudulent scheme (United States v. Tao, 629 F.Supp.3d 1083). B. Extortion"
Nicholas v. Envtl,15,13,2,19,appeal;notice;hearing;federal_court;law_enforcement,CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | permit dismissal of suits instituted without authority. (See Nicholas v. Envtl.
Okla. v. Brown,15,0,15,17,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--1-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff---- (1)-1.pdf | Apache Tribe of Okla. v. Brown, 966 F.Supp.2d 1188 (W.D. Okla. 2013)"
Corp. v. Leal,14,14,0,96,notice;jurisdiction;temporary_orders;lockout_eviction;federal_court,"CASE DOCS\03.20.2025_233-765358-25 EMERGENCY EX-PARTE MOTION TODECLARE JUDGMENT VOID AB INITIO AND FOR IMMEDIATE RE-ENTRY-1.pdf | Restaurant Corp. v. Leal, 892 S.W.2d 855, 857 (Tex.1995). This is so because a trial court cannot"
Corp. v. Baskette,14,11,3,91,appeal;law_enforcement;notice;hearing;custody,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | Briar Corp. v. Baskette, 833 S.W.2d 612 (Tex. App.El Paso 1992), and Lone Star"
In re Shredder,14,11,3,59,appeal;hearing;federal_court;mandamus;due_process,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | In re Shredder Co., L.L.C.,"
Elizondo v. Monteleone,14,13,1,58,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | 20. Similarly, in Elizondo v. Monteleone, an appellate court noted that when a parent"
In re Garza,14,6,8,46,appeal;notice;jurisdiction;hearing;federal_court,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | In re Garza,"
In re C.H,14,0,14,37,appeal;custody;federal_court;property_financial;law_enforcement,"RESEARCH\BEST INTERESTS.pdf | preserve that right. In re C.H., 89 S.W.3d 17, 26 (Tex.2002). ... Stability and"
Co. v. Garcia,14,5,9,36,notice;jurisdiction;appeal;property_financial;mandamus,"CASE DOCS\05.19.25 - 0426 MANDAMUS-1.pdf | Ford Motor Co. v. Garcia,"
Kniatt v. State,14,3,11,34,law_enforcement;due_process;recusal;ex_parte;federal_court,"CASE DOCS\09.05.25 - MOTION TO RECUSE JAMES MUNFORD-1.pdf | 17-00194-CV (Tex. App. Dec 20, 2018); Kniatt v. State, 239 S.W.3d 910 (Tex. App. 2007); Sears"
Antonio v. Aguilar,14,13,1,33,appeal;notice;hearing;federal_court;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | Antonio v. Aguilar, 670 S.W.2d 681, 684 (Tex. App.--San Antonio 1984, writ"
McLeod v. Harris,14,0,14,32,recusal;federal_court;appeal;hearing;associate_judge,"RESEARCH\vLex-Vincent---1--The-Respondent--Charles-Dustin-Myers--filed-a-motion-to-recuse-the-Regional-Presiding-Judge--Da-1.pdf | (McLeod v. Harris, 582 S.W.2d 772 (Tex. 1979); In re Burnham, 06-25-00091-"
In re A.C,14,0,14,30,appeal;notice;hearing;child_support_oag;sanctions_contempt,"RESEARCH\NO DISCLOSURE OF TESTIMONY.pdf | In re A.C., No. 02-18-00129-CV (Tex. App. Oct 24, 2018)"
Srite v. Owens-Illinois,14,13,1,29,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | McCardell, 369 S.W.2d 331, 335 (Tex. 1963); Srite v. Owens-Illinois, Inc., 870 S.W.2d 556, 565"
Little v. Daggett,14,13,1,27,appeal;notice;jurisdiction;hearing;custody,"CASE DOCS\04.03.24 - EMERGENCY RELIEF - STAY_Redacted_3966607E-1.pdf | challenge them.  See Little v.  Daggett,  858  S.W.2d"
In re Thompson,14,1,13,26,recusal;associate_judge;appeal;mandamus;jurisdiction,"CASE DOCS\05.27.25 - MANDAMUS CAYCE_5ACD0433.pdf | In re Thompson,"
Corp. v. Sanitech,14,0,14,25,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Based-on-the-above--Defendants-Myers-and-Branthoover-have-committed-multiple-RICO-predicate-acts-wir-1.pdf | Portionpac Chemical Corp. v. Sanitech Systems, 217 F.Supp.2d 1238 (M.D."
Lockhart v. Deluca,14,0,14,23,rico;fraud_perjury;federal_court;property_financial;appeal,"RESEARCH\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.pdf | F.3d 783, 793 (6th Cir. 2012), as cited in Lockhart v. Deluca (E.D. Mich."
Saine v. AIA,14,0,14,23,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.pdf | Saine v. AIA, INC., 582 F.Supp. 1299 (D. Colo. 1984)"
Ex parte Ellis,14,6,8,20,recusal;appeal;law_enforcement;hearing;ex_parte,"CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | denied); Ex parte Ellis, 275 S.W.3d 109, 117 (Tex. App.Austin 2008, no pet.). Simply"
Russell v. City,14,5,9,19,appeal;jurisdiction;property_financial;lockout_eviction;associate_judge,CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf | personal property asserts rights inconsistent with the title of the owner. Russell v. City
Inc. v. Berchelmann,13,10,3,101,appeal;notice;hearing;federal_court;property_financial,"CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | Crestway Care Ctr., Inc. v. Berchelmann,"
Armentrout v. Murdock,13,13,0,60,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | described in Armentrout v. Murdock, 779 S.W.2d 119 (Tex. App."
Co. v. Stoot,13,13,0,60,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | 1989) and Southern Pacific Transp. Co. v. Stoot, 530 S.W.2d 930 (Tex."
Ex parte Bates,13,13,0,60,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | pending matter is dependent on the circumstances of each case. Ex parte Bates, 65"
Gillespie v. Gillespie,13,12,1,53,due_process;notice;jurisdiction;appeal;property_financial,"CASE DOCS\04.03.24 - Notice of filing Original Proceeding-1.pdf | Gillespie v. Gillespie, 644 S.W.2d 449, 451(Tex.1982)............22"
Ltd. v. JEA,13,1,12,47,notice;jurisdiction;federal_court;appeal;removal_remand,"CASE DOCS\03.28.25 - Notice of Legal Clarification-1.pdf | filing to the defendant. HBA East, Ltd. v. JEA Boxing Co., 796 S.W.2d 534, 537 (Tex. App."
In re CJO,13,13,0,42,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf | Co v Francis, 46 S.W.3d 237, 240 (Tex 2001) (per curiam); In re CJO, 325 S.W.3d"
Gaal v. State,13,0,13,39,law_enforcement;recusal;ex_parte;federal_court;appeal,"RESEARCH\regional_retired_judges.pdf | under Texas Supreme Court rules. Gaal v. State, 332 S.W.3d 448 (Tex. Crim."
In re J.A.J,13,8,5,39,appeal;property_financial;custody;protective_order;due_process,"CASE DOCS\04.03.24 - Notice of filing Original Proceeding-1.pdf | In re J.A.J., 243 S.W.3d 611, 616 (Tex. 2007)....................22"
Corp. v. Braes,13,12,1,34,appeal;notice;hearing;federal_court;property_financial,CASE DOCS\03.20.25 - Motion to Strike Carter's Answer and Consolidation-1.pdf | TransAmerica Corp. v. Braes Woods Condo Ass'n
In re McAllen,13,5,8,34,law_enforcement;ex_parte;notice;jurisdiction;lockout_eviction,"CASE DOCS\05.07.25 - 25-0378 MANDAMUS-1.pdf | In re McAllen Med. Ctr., Inc.,"
Cty. v. McFarland,13,13,0,30,appeal;law_enforcement;notice;hearing;federal_court,"CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf | Sys. (Intl) Ltd. (2016) 499 S.W.3d 888, 895; Angelina Cty. v. McFarland"
